adnetwork_adunits        ,status,master_adunit,size,adformat,bid_type,mediation,imp_type,adnetwork,adtag,
Blog_Post_Article_Top_MB (21797462247),Active,Blog_Post_Article_Top_MB,300x250; 320x100; 336x280,Banner,RTB,GAM,AdX,AdX,21797462247,
Blog_Post_Article_Top_PC (21797462154),Active,Blog_Post_Article_Top_PC,728x90,Banner,RTB,GAM,AdX,AdX,21797462154,
Blog_Post_Bottom (21757929592),Active,Blog_Post_Bottom,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21757929592,
Blog_Post_Bottom_Sticky (21762759905),Active,Blog_Post_Bottom_Sticky,320x50; 320x100,Banner,RTB,GAM,AdX,AdX,21762759905,
Blog_Post_Bottom1 (21757929799),Active,Blog_Post_Bottom1,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21757929799,
Blog_Post_Bottom2 (21757929847),Active,Blog_Post_Bottom2,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21757929847,
Blog_Post_Desktop_Top (21783624421),Active,Blog_Post_Desktop_Top,970x250,Banner,RTB,GAM,AdX,AdX,21783624421,
Blog_Post_Desktop_Top_backup (21821980474),New,Blog_Post_Desktop_Top_backup,,Banner,RTB,backfill,AdX,AdX,https://storage.googleapis.com/adbackup/Blog_Post_Desktop_Top.html,
Blog_Post_Header (21737534289),Active,Blog_Post_Header,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21737534289,
Blog_Post_Header_backup (21821980168),Active,Blog_Post_Header_backup,Responsive,Banner,RTB,GAM,N/A,AdX,21821980168,
Blog_Post_Header1 (21750241231),Active,Blog_Post_Header1,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21750241231,
Blog_Post_Header2 (21748523923),Active,Blog_Post_Header2,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21748523923,
Blog_Post_Sidebar_Bottom (21737536872),Active,Blog_Post_Sidebar_Bottom,160x600; 250x250; 300x600; 320x480,Banner,RTB,GAM,AdX,AdX,21737536872,
Blog_Post_Sidebar_Bottom2 (21748371204),Active,Blog_Post_Sidebar_Bottom2,250x250,Banner,RTB,GAM,AdX,AdX,21748371204,
Blog_Post_Sidebar_Top (21737434952),Active,Blog_Post_Sidebar_Top,250x250; 300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21737434952,
Blog_Posts_Bottom (21757933969),Active,Blog_Posts_Bottom,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21757933969,
Blog_Posts_Bottom_Sticky (21749423026),Active,Blog_Posts_Bottom_Sticky,1x1; 320x50; 320x100,Banner,RTB,GAM,AdX,AdX,21749423026,
Blog_Posts_Bottom1 (21757863816),Active,Blog_Posts_Bottom1,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21757863816,
Blog_Posts_Bottom2 (21757753601),Active,Blog_Posts_Bottom2,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21757753601,
Blog_Posts_Desktop_Top (21783620278),New,Blog_Posts_Desktop_Top,970x250,Banner,RTB,GAM,AdX,AdX,21783620278,
Blog_Posts_Header (21737431868),Active,Blog_Posts_Header,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21737431868,
Blog_Posts_Header_passback (21818394106),Active,Blog_Posts_Header_passback,300x250; 336x280,Banner,Passback,adnetwork,AdX,AdX,21818394106,
Blog_Posts_Header1 (21750242854),Active,Blog_Posts_Header1,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21750242854,
Blog_Posts_Header2 (21748525078),Active,Blog_Posts_Header2,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21748525078,
Blog_Posts_Sidebar_Bottom (21737537616),Active,Blog_Posts_Sidebar_Bottom,160x600; 250x250; 300x600; 320x480,Banner,RTB,GAM,AdX,AdX,21737537616,
Blog_Posts_Sidebar_Bottom2 (21748233515),Active,Blog_Posts_Sidebar_Bottom2,250x250,Banner,RTB,GAM,AdX,AdX,21748233515,
Blog_Posts_Sidebar_Top (21737434682),Active,Blog_Posts_Sidebar_Top,250x250; 300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21737434682,
Blog_Posts_Sidebar_Top_passback (21818423890),Active,Blog_Posts_Sidebar_Top_passback,300x250; 336x280,Banner,Passback,adnetwork,AdX,AdX,21818423890,
Ad Exchange Mobile In-App (21792848561),Active,ca-mb-app-pub-8224888120007201-tag,,,RTB,GAM,AdX,AdX,,
ca-pub-8224888120007201-tag (21792848279),Active,ca-pub-8224888120007201-tag,,Banner,RTB,GAM,AdX,AdX,21792848279,
ca-video-pub-8224888120007201-tag (21792848552),Active,ca-video-pub-8224888120007201-tag,,Banner,RTB,GAM,AdX,AdX,21792848552,
Default (39829003),Active,Default,,Banner,RTB,GAM,AdX,AdX,39829003,
DFPAudiencePixel (21818878107),Archived,DFPAudiencePixel,1x1,Banner,RTB,GAM,AdX,AdX,21818878107,
iCook_AdBackup_MB (21820563968),New,iCook_AdBackup_MB,300x250; 320x50; 320x100; 336x280,Banner,RTB,GAM,AdX,AdX,21820563968,
iCook_AdBackup_PC (21820564097),New,iCook_AdBackup_PC,250x250; 300x250; 300x600; 336x280; 728x90; 970x250,Banner,RTB,GAM,AdX,AdX,21820564097,
iCook_Android_backup (21824569519),Active,iCook_Android_backup,Custom rendering; 300x250; 320x50; 320x100,,RTB,GAM,AdX,AdX,,
iCook_Android_Bottom (41642683),Archived,iCook_Android_Bottom,320x50,Banner,RTB,GAM,AdX,AdX,41642683,
iCook_Android_Category_Bottom (43917283),Active,iCook_Android_Category_Bottom,320x50,Banner,RTB,GAM,AdX,AdX,,
iCook_Android_Homepage_Bottom (113795923),Active,iCook_Android_Homepage_Bottom,300x250,Native,RTB,GAM,AdX,AdX,,
iCook_Android_Homepage_Instream1 (21821234019),Active,iCook_Android_Homepage_Instream1,Custom rendering; 300x250,"Banner, Native",RTB,GAM,AdX,AdX,,
iCook_Android_Homepage_Instream2 (21821168203),Active,iCook_Android_Homepage_Instream2,Custom rendering; 300x250,"Banner, Native",RTB,GAM,AdX,AdX,,
iCook_Android_Homepage_Middle (113796523),Active,iCook_Android_Homepage_Middle,Custom rendering; 300x250,Native,RTB,GAM,AdX,AdX,,
iCook_Android_Recipe_Bottom (43917163),Active,iCook_Android_Recipe_Bottom,320x50,Banner,RTB,GAM,AdX,AdX,,
iCook_Android_Recipe_Bottomv2 (21821716355),Active,iCook_Android_Recipe_Bottomv2,Custom rendering; 300x250,,RTB,GAM,AdX,AdX,,
iCook_Android_Recipe_Interstitial (21799744570),Active,iCook_Android_Recipe_Interstitial,320x480; 480x320; 768x1024; 1024x768,,RTB,GAM,AdX,AdX,,
iCook_Android_Recipe_Step (21821716256),Active,iCook_Android_Recipe_Step,Custom rendering; 300x250,,RTB,GAM,AdX,AdX,,
iCook_Android_Recipe_Top (21821802451),Active,iCook_Android_Recipe_Top,Custom rendering; 300x250,,RTB,GAM,AdX,AdX,,
iCook_Android_Recipes_Bottom (43917043),Active,iCook_Android_Recipes_Bottom,320x50,Banner,RTB,GAM,AdX,AdX,,
iCook_Android_Recipes_Instream (123887443),Active,iCook_Android_Recipes_Instream,Fluid; Custom rendering,Native,RTB,GAM,AdX,AdX,,
iCook_Android_Recipes_Instream_Test0 (21809463979),Active,iCook_Android_Recipes_Instream_Test0,Fluid; Custom rendering,Native,RTB,GAM,AdX,AdX,,
iCook_Android_Recipes_Instream_Test2 (21809373476),Archived,iCook_Android_Recipes_Instream_Test2,Fluid; Custom rendering,Banner,RTB,GAM,AdX,AdX,21809373476,
iCook_Android_Recipes_Instream_Test3 (21809463703),Archived,iCook_Android_Recipes_Instream_Test3,Fluid; Custom rendering,Banner,RTB,GAM,AdX,AdX,21809463703,
iCook_Android_Recipes_Instream_Test4 (21809620977),Archived,iCook_Android_Recipes_Instream_Test4,Fluid; Custom rendering,Banner,RTB,GAM,AdX,AdX,21809620977,
iCook_Android_Recipes_Instreamv2 (21821716076),Active,iCook_Android_Recipes_Instreamv2,300x250,"Banner, Native",RTB,GAM,AdX,AdX,,
iCook_Android_Recipes_Top (21821715986),Active,iCook_Android_Recipes_Top,Custom rendering; 300x250,"Banner, Native",RTB,GAM,AdX,AdX,,
iCook_Android_Search_Bottom (43917643),Active,iCook_Android_Search_Bottom,320x50,Banner,RTB,GAM,AdX,AdX,,
iCook_Android_Search_Instream (21821821348),Active,iCook_Android_Search_Instream,320x100,Banner,RTB,GAM,AdX,AdX,,
iCook_Android_Search_Top (21821821303),Active,iCook_Android_Search_Top,320x100,Banner,RTB,GAM,AdX,AdX,,
iCook_Android_User_Bottom (43917403),Active,iCook_Android_User_Bottom,320x50,Banner,RTB,GAM,AdX,AdX,,
iCook_Android_Video_Interstitial (123075523),Active,iCook_Android_Video_Interstitial,320x480; 480x320,"Banner, Native",RTB,GAM,AdX,AdX,,
iCook_App_backup (21824569519),Active,iCook_App_backup,Custom rendering; 300x250; 320x50; 320x100,,RTB,GAM,AdX,AdX,,
iCook_App_Category_Bottom (43917283),Active,iCook_App_Category_Bottom,320x50,Banner,RTB,GAM,AdX,AdX,,
iCook_App_Homepage_Bottom (113795923),Active,iCook_App_Homepage_Bottom,300x250,Native,RTB,GAM,AdX,AdX,,
iCook_App_Homepage_Instream1 (21821234019),Active,iCook_App_Homepage_Instream1,Custom rendering; 300x250,"Banner, Native",RTB,GAM,AdX,AdX,,
iCook_App_Homepage_Instream2 (21821168203),Active,iCook_App_Homepage_Instream2,Custom rendering; 300x250,"Banner, Native",RTB,GAM,AdX,AdX,,
iCook_App_Homepage_Middle (113796523),Active,iCook_App_Homepage_Middle,Custom rendering; 300x250,Native,RTB,GAM,AdX,AdX,,
iCook_App_Recipe_Bottom (43917163),Active,iCook_App_Recipe_Bottom,320x50,Banner,RTB,GAM,AdX,AdX,,
iCook_App_Recipe_Bottomv2 (21821716355),Active,iCook_App_Recipe_Bottomv2,Custom rendering; 300x250,,RTB,GAM,AdX,AdX,,
iCook_App_Recipe_Interstitial (21799744570),Active,iCook_App_Recipe_Interstitial,320x480; 480x320; 768x1024; 1024x768,,RTB,GAM,AdX,AdX,21799744570,
iCook_App_Recipe_Step (21821716256),Active,iCook_App_Recipe_Step,Custom rendering; 300x250,,RTB,GAM,AdX,AdX,,
iCook_App_Recipe_Top (21821802451),Active,iCook_App_Recipe_Top,Custom rendering; 300x250,,RTB,GAM,AdX,AdX,,
iCook_App_Recipes_Bottom (43917043),Active,iCook_App_Recipes_Bottom,320x50,Banner,RTB,GAM,AdX,AdX,,
iCook_App_Recipes_Instream (123887443),Active,iCook_App_Recipes_Instream,Fluid; Custom rendering,Native,RTB,GAM,AdX,AdX,,
iCook_App_Recipes_Instream_Test0 (21809463979),Active,iCook_App_Recipes_Instream_Test0,Fluid; Custom rendering,Native,RTB,GAM,AdX,AdX,,
iCook_App_Recipes_Instreamv2 (21821716076),Active,iCook_App_Recipes_Instreamv2,300x250,"Banner, Native",RTB,GAM,AdX,AdX,,
iCook_App_Recipes_Top (21821715986),Active,iCook_App_Recipes_Top,Custom rendering; 300x250,"Banner, Native",RTB,GAM,AdX,AdX,,
iCook_App_Search_Bottom (43917643),Active,iCook_App_Search_Bottom,320x50,Banner,RTB,GAM,AdX,AdX,,
iCook_App_Search_Instream (21821821348),Active,iCook_App_Search_Instream,320x100,Banner,RTB,GAM,AdX,AdX,,
iCook_App_Search_Top (21821821303),Active,iCook_App_Search_Top,320x100,Banner,RTB,GAM,AdX,AdX,,
iCook_App_User_Bottom (43917403),Active,iCook_App_User_Bottom,320x50,Banner,RTB,GAM,AdX,AdX,,
iCook_App_Video_Interstitial (123075523),Active,iCook_App_Video_Interstitial,320x480; 480x320,"Banner, Native",RTB,GAM,AdX,AdX,,
iCook_Brand_Sidebar_bottom (124657603),Active,iCook_Brand_Sidebar_bottom,Responsive,Banner,RTB,GAM,N/A,AdX,124657603,
iCook_Brand_Sidebar_top (41642083),Active,iCook_Brand_Sidebar_top,Responsive,Banner,RTB,GAM,N/A,AdX,41642083,
iCook_Campaign_Sidebar_Top (21617342183),Active,iCook_Campaign_Sidebar_Top,Responsive,Banner,RTB,GAM,N/A,AdX,21617342183,
iCook_Category_Top (21677907575),Active,iCook_Category_Top,Responsive,Banner,RTB,GAM,N/A,AdX,21677907575,
iCook_Desktop_Idle_Bottom (21751870982),New,iCook_Desktop_Idle_Bottom,300x250,Banner,RTB,GAM,AdX,AdX,21751870982,
iCook_Desktop_Idle_Top (21751984671),New,iCook_Desktop_Idle_Top,300x250,Banner,RTB,GAM,AdX,AdX,21751984671,
iCook_Homepage_Bottom (41571163),Active,iCook_Homepage_Bottom,300x250; 336x280; 728x90; 750x90,Banner,RTB,GAM,AdX,AdX,41571163,
iCook_Homepage_Bottom_Sticky (21749133218),Active,iCook_Homepage_Bottom_Sticky,320x50; 320x100,Banner,RTB,GAM,AdX,AdX,21749133218,
iCook_Homepage_Bottom2 (21748489516),Archived,iCook_Homepage_Bottom2,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21748489516,
iCook_Homepage_Middle (41571043),Active,iCook_Homepage_Middle,300x250; 336x280; 728x90; 750x90,Banner,RTB,GAM,AdX,AdX,41571043,
iCook_Homepage_Middle2 (21748209938),Archived,iCook_Homepage_Middle2,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21748209938,
iCook_Homepage_Sidebar_Bottom (94410163),Active,iCook_Homepage_Sidebar_Bottom,250x250; 300x600; 320x480; 360x600,Banner,RTB,GAM,AdX,AdX,94410163,
iCook_Homepage_Sidebar_Bottom2 (21748360260),Active,iCook_Homepage_Sidebar_Bottom2,250x250,Banner,RTB,GAM,AdX,AdX,21748360260,
iCook_Homepage_Sidebar_Middle (124209163),Active,iCook_Homepage_Sidebar_Middle,250x250; 300x250; 336x280,Banner,RTB,GAM,AdX,AdX,124209163,
iCook_Homepage_Sidebar_Top (21737239164),Active,iCook_Homepage_Sidebar_Top,250x250; 300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21737239164,
iCook_Homepage_Sidebar_Top_passback (21818503284),Active,iCook_Homepage_Sidebar_Top_passback,300x250; 336x280,Banner,Passback,adnetwork,AdX,AdX,21818503284,
iCook_Idle_Sidebar_Bottom (21662379562),New,iCook_Idle_Sidebar_Bottom,320x100,Banner,RTB,GAM,AdX,AdX,21662379562,
iCook_Idle_Sidebar_Top (21662288816),New,iCook_Idle_Sidebar_Top,336x280,Banner,RTB,GAM,AdX,AdX,21662288816,
iCook_iPhone_backup (21824569519),Active,iCook_iPhone_backup,Custom rendering; 300x250; 320x50; 320x100,,RTB,GAM,AdX,AdX,,
iCook_iPhone_Bottom_Banner_320x50 (40522483),Archived,iCook_iPhone_Bottom_Banner_320x50,Smart Banner,Banner,RTB,GAM,AdX,AdX,40522483,
iCook_iPhone_Category_Bottom (43917283),Active,iCook_iPhone_Category_Bottom,320x50,Banner,RTB,GAM,AdX,AdX,,
iCook_iPhone_Homepage_Bottom (113795923),Active,iCook_iPhone_Homepage_Bottom,300x250,Native,RTB,GAM,AdX,AdX,,
iCook_iPhone_Homepage_Instream1 (21821234019),Active,iCook_iPhone_Homepage_Instream1,Custom rendering; 300x250,"Banner, Native",RTB,GAM,AdX,AdX,,
iCook_iPhone_Homepage_Instream2 (21821168203),Active,iCook_iPhone_Homepage_Instream2,Custom rendering; 300x250,"Banner, Native",RTB,GAM,AdX,AdX,,
iCook_iPhone_Homepage_Middle (113796523),Active,iCook_iPhone_Homepage_Middle,Custom rendering; 300x250,Native,RTB,GAM,AdX,AdX,,
iCook_iPhone_Recipe_Bottom (43917163),Active,iCook_iPhone_Recipe_Bottom,320x50,Banner,RTB,GAM,AdX,AdX,,
iCook_iPhone_Recipe_Bottomv2 (21821716355),Active,iCook_iPhone_Recipe_Bottomv2,Custom rendering; 300x250,,RTB,GAM,AdX,AdX,,
iCook_iPhone_Recipe_Interstitial (21799744570),Active,iCook_iPhone_Recipe_Interstitial,320x480; 480x320; 768x1024; 1024x768,,RTB,GAM,AdX,AdX,,
iCook_iPhone_Recipe_Step (21821716256),Active,iCook_iPhone_Recipe_Step,Custom rendering; 300x250,,RTB,GAM,AdX,AdX,,
iCook_iPhone_Recipe_Top (21821802451),Active,iCook_iPhone_Recipe_Top,Custom rendering; 300x250,,RTB,GAM,AdX,AdX,21821802451,
iCook_iPhone_Recipe_Top_T1 (21850257877),Active,iCook_iPhone_Recipe_Top,Custom rendering; 300x250,"Banner, Native",RTB,GAM,AdX,AdX,21850257877,
iCook_Android_Recipe_Top_T1 (21850257877),Active,iCook_Android_Recipe_Top,Custom rendering; 300x250,"Banner, Native",RTB,GAM,AdX,AdX,21850257877,
iCook_iPhone_Recipes_Bottom (43917043),Active,iCook_iPhone_Recipes_Bottom,320x50,Banner,RTB,GAM,AdX,AdX,,
iCook_iPhone_Recipes_Instream (123887443),Active,iCook_iPhone_Recipes_Instream,Fluid; Custom rendering,Native,RTB,GAM,AdX,AdX,,
iCook_iPhone_Recipes_Instream_Test0 (21809463979),Active,iCook_iPhone_Recipes_Instream_Test0,Fluid; Custom rendering,Native,RTB,GAM,AdX,AdX,,
iCook_iPhone_Recipes_Instreamv2 (21821716076),Active,iCook_iPhone_Recipes_Instreamv2,300x250,"Banner, Native",RTB,GAM,AdX,AdX,,
iCook_iPhone_Recipes_Top (21821715986),Active,iCook_iPhone_Recipes_Top,Custom rendering; 300x250,"Banner, Native",RTB,GAM,AdX,AdX,,
iCook_iPhone_Search_Bottom (43917643),Active,iCook_iPhone_Search_Bottom,320x50,Banner,RTB,GAM,AdX,AdX,,
iCook_iPhone_Search_Instream (21821821348),Active,iCook_iPhone_Search_Instream,320x100,Banner,RTB,GAM,AdX,AdX,,
iCook_iPhone_Search_Top (21821821303),Active,iCook_iPhone_Search_Top,320x100,Banner,RTB,GAM,AdX,AdX,,
iCook_iPhone_User_Bottom (43917403),Active,iCook_iPhone_User_Bottom,320x50,Banner,RTB,GAM,AdX,AdX,,
iCook_iPhone_Video_Interstitial (123075523),Active,iCook_iPhone_Video_Interstitial,320x480; 480x320,"Banner, Native",RTB,GAM,AdX,AdX,,
iCook_Mobile_Recipe_Bottom (40109203),Archived,iCook_Mobile_Recipe_Bottom,300x250,Banner,RTB,GAM,AdX,AdX,40109203,
iCook_Mobile_Recipe_Top (40109083),Archived,iCook_Mobile_Recipe_Top,300x250,Banner,RTB,GAM,AdX,AdX,40109083,
iCook_Recipe_Bottom (41572603),Active,iCook_Recipe_Bottom,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,41572603,
iCook_Recipe_Bottom_AMP (21815586598),New,iCook_Recipe_Bottom_AMP,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21815586598,
iCook_Recipe_Bottom_back_UCX (21791470884),Archived,iCook_Recipe_Bottom_back_UCX,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21791470884,
iCook_Recipe_Bottom_passback (21804132941),Active,iCook_Recipe_Bottom_passback,300x250; 336x280,Banner,Passback,adnetwork,AdX,AdX,21804132941,
iCook_Recipe_Bottom_Sticky (21711745025),Active,iCook_Recipe_Bottom_Sticky,1x1; 320x50; 320x100,Banner,RTB,GAM,AdX,AdX,21711745025,
iCook_Recipe_Bottom_Sticky_AMP (21815586709),New,iCook_Recipe_Bottom_Sticky_AMP,320x100,Banner,RTB,GAM,AdX,AdX,21815586709,
iCook_Recipe_Bottom_Sticky_passback (21826117890),New,iCook_Recipe_Bottom_Sticky_passback,Responsive,Banner,Passback,adnetwork,N/A,AdX,21826117890,
iCook_Recipe_Bottom_Video (21805412522),Active,iCook_Recipe_Bottom_Video,728x90; 750x420,Banner,RTB,GAM,AdX,AdX,21805412522,
iCook_Recipe_Bottom_Video_passback (21826134832),New,iCook_Recipe_Bottom_Video_passback,Responsive,Banner,Passback,adnetwork,N/A,AdX,21826134832,
iCook_Recipe_Bottom/iCook_Recipe_Bottom_back_Ad2 (21791324110),Archived,iCook_Recipe_Bottom/iCook_Recipe_Bottom_back_Ad2,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21791324110,
iCook_Recipe_Bottom/iCook_Recipe_Bottom_back_inMobi (21791444235),Archived,iCook_Recipe_Bottom/iCook_Recipe_Bottom_back_inMobi,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21791444235,
iCook_Recipe_Bottom/iCook_Recipe_Bottom_back_ucx (21791324155),Archived,iCook_Recipe_Bottom/iCook_Recipe_Bottom_back_ucx,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21791324155,
iCook_Recipe_Bottom1 (21749955746),Active,iCook_Recipe_Bottom1,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21749955746,
iCook_Recipe_Bottom3 (21749957687),Active,iCook_Recipe_Bottom3,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21749957687,
iCook_Recipe_Bottoms (21753162942),Active,iCook_Recipe_Bottoms,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21753162942,
iCook_Recipe_Bottoms_AMP (21815500808),New,iCook_Recipe_Bottoms_AMP,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21815500808,
iCook_Recipe_Bottoms_Video (21796376301),Active,iCook_Recipe_Bottoms_Video,728x90; 750x420,Banner,RTB,GAM,AdX,AdX,21796376301,
iCook_Recipe_Bottoms_Video_passback (21804264409),Active,iCook_Recipe_Bottoms_Video_passback,728x90,Banner,Passback,adnetwork,AdX,AdX,21804264409,
iCook_Recipe_Bottoms1 (21750865200),Active,iCook_Recipe_Bottoms1,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21750865200,
iCook_Recipe_Bottoms2 (21748501753),Active,iCook_Recipe_Bottoms2,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21748501753,
iCook_Recipe_Campaign_Fullpage (21731157145),Archived,iCook_Recipe_Campaign_Fullpage,Fluid,Banner,RTB,GAM,AdX,AdX,21731157145,
iCook_Recipe_Desktop_Top (21739053453),Active,iCook_Recipe_Desktop_Top,970x250,Banner,RTB,GAM,AdX,AdX,21739053453,
iCook_Recipe_Desktop_Top_passback (21804346758),Active,iCook_Recipe_Desktop_Top_passback,970x250,Banner,Passback,adnetwork,AdX,AdX,21804346758,
iCook_Recipe_Idle_Side (21748178703),Archived,iCook_Recipe_Idle_Side,640x480v,Banner,RTB,GAM,AdX,AdX,21748178703,
iCook_Recipe_Interstitial (41642563),Active,iCook_Recipe_Interstitial,Fluid; 1x1; 320x480,Banner,RTB,GAM,AdX,AdX,41642563,
iCook_Recipe_Middle (21711745754),Active,iCook_Recipe_Middle,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21711745754,
iCook_Recipe_Middle_AMP (21815500670),New,iCook_Recipe_Middle_AMP,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21815500670,
iCook_Recipe_Middle_passback (21818424514),Active,iCook_Recipe_Middle_passback,300x250; 336x280,Banner,Passback,adnetwork,AdX,AdX,21818424514,
iCook_Recipe_Middle_Video (21800911922),Active,iCook_Recipe_Middle_Video,1x1; 728x90; 750x420,Banner,RTB,GAM,AdX,AdX,21800911922,
iCook_Recipe_Middle_Video_passback (21805750520),Active,iCook_Recipe_Middle_Video_passback,728x90,Banner,Passback,adnetwork,AdX,AdX,21805750520,
iCook_Recipe_Middle1 (21750245119),Active,iCook_Recipe_Middle1,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21750245119,
iCook_Recipe_Middle1_passback (21818298059),Active,iCook_Recipe_Middle1_passback,300x250; 336x280,Banner,Passback,adnetwork,AdX,AdX,21818298059,
iCook_Recipe_Middle2 (21748501003),Active,iCook_Recipe_Middle2,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21748501003,
iCook_Recipe_Middle2_passback (21818298413),Active,iCook_Recipe_Middle2_passback,300x250; 336x280,Banner,Passback,adnetwork,AdX,AdX,21818298413,
iCook_Recipe_Sidebar_Bottom (41571283),Active,iCook_Recipe_Sidebar_Bottom,250x250; 300x600; 320x480; 360x600,Banner,RTB,GAM,AdX,AdX,41571283,
iCook_Recipe_Sidebar_Bottom2 (21748228259),Active,iCook_Recipe_Sidebar_Bottom2,250x250,Banner,RTB,GAM,AdX,AdX,21748228259,
iCook_Recipe_Sidebar_Middle (21754782988),Active,iCook_Recipe_Sidebar_Middle,Fluid; 250x250; 300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21754782988,
iCook_Recipe_Sidebar_Middle_passback (21819026336),Active,iCook_Recipe_Sidebar_Middle_passback,300x250; 336x280,Banner,Passback,adnetwork,AdX,AdX,21819026336,
iCook_Recipe_Sidebar_Top (21737432437),Active,iCook_Recipe_Sidebar_Top,250x250; 300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21737432437,
iCook_Recipe_Step1 (21711745760),Active,iCook_Recipe_Step1,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21711745760,
iCook_Recipe_Step1_1 (21750246673),Active,iCook_Recipe_Step1_1,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21750246673,
iCook_Recipe_Step1_1_passback (21804822612),Active,iCook_Recipe_Step1_1_passback,300x250; 336x280,Banner,Passback,adnetwork,AdX,AdX,21804822612,
iCook_Recipe_Step1_2 (21748211123),Active,iCook_Recipe_Step1_2,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21748211123,
iCook_Recipe_Step1_2_passback (21819215214),Active,iCook_Recipe_Step1_2_passback,300x250; 336x280,Banner,Passback,adnetwork,AdX,AdX,21819215214,
iCook_Recipe_Step1_AMP (21815706183),New,iCook_Recipe_Step1_AMP,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21815706183,
iCook_Recipe_Step1_passback (21804725008),Active,iCook_Recipe_Step1_passback,300x250; 336x280,Banner,Passback,adnetwork,AdX,AdX,21804725008,
iCook_Recipe_Top (41572843),Active,iCook_Recipe_Top,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,41572843,
iCook_Recipe_Top_AMP (21815500622),New,iCook_Recipe_Top_AMP,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21815500622,
iCook_Recipe_Top1 (21750076089),Archived,iCook_Recipe_Top1,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21750076089,
iCook_Recipe_Top2 (21748503007),Archived,iCook_Recipe_Top2,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21748503007,
iCook_Recipes_below_Top_Native (21759903198),Active,iCook_Recipes_below_Top_Native,Fluid,Banner,RTB,GAM,AdX,AdX,21759903198,
iCook_Recipes_Bottom (41571763),Active,iCook_Recipes_Bottom,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,41571763,
iCook_Recipes_Bottom_AMP (21797797088),Active,iCook_Recipes_Bottom_AMP,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21797797088,
iCook_Recipes_Bottom_passback (21819215400),Active,iCook_Recipes_Bottom_passback,300x250; 336x280,Banner,Passback,adnetwork,AdX,AdX,21819215400,
iCook_Recipes_Bottom_Sticky (21749264823),Active,iCook_Recipes_Bottom_Sticky,320x50; 320x100,Banner,RTB,GAM,AdX,AdX,21749264823,
iCook_Recipes_Bottom_Sticky_AMP (21797797286),Active,iCook_Recipes_Bottom_Sticky_AMP,320x50; 320x100,Banner,RTB,GAM,AdX,AdX,21797797286,
iCook_Recipes_Bottom1 (21750247909),Active,iCook_Recipes_Bottom1,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21750247909,
iCook_Recipes_Bottom2 (21748215260),Active,iCook_Recipes_Bottom2,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21748215260,
iCook_Recipes_Bottoms (21818556414),Active,iCook_Recipes_Bottoms,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21818556414,
iCook_Recipes_Bottoms1 (21821173735),Active,iCook_Recipes_Bottoms1,300x250; 336x280,Banner,RTB,GAM,AdX,AdX,21821173735,
